;competition;date;distance;finishCoords;finishPort;gliderImat;gliderType;pilotClub;pilotName;shape;speed;startCoords;startPort;type
0;0;16.09.2018;177.3;49'14'000N,18'36'817E;LZZI;OM-8509;VSO-10;Žilina;Milan Valjašek;polygon s 3OB;73.68;49'14'000N,18'36'817E;LZZI;rychlostní let se změnou tratě za letu
1;0;16.09.2018;108.1;49'48'849N,15'12'100E;;OK-1215;G-102 Astir cs;Zbraslavice;Petr Havelka;návratová;50.82;49'48'849N,15'12'100E;;rychlostní let podle deklarace
2;0;16.09.2018;109.7;49'22'099N,16'06'967E;LKKA;OK-9000;LS-1f;Křižanov;Mirek Červenka;návratová;60.56;49'22'099N,16'06'967E;LKKA;rychlostní let se změnou tratě za letu
3;0;16.09.2018;138.8;50'28'100N,16'12'117E;;OK_6922;VT-116 Orlik II;Hronov;Vladimír Dostál;polygon s 3OB;57.89;50'28'310N,16'17'310E;;rychlostní let podle deklarace
4;0;16.09.2018;148.7;50'05'033N,16'26'632E;;OK-7515;Std. Cirrus;Žamberk;Tomáš Moravec;trojúhelník;72.53;50'05'033N,16'26'632E;;rychlostní let se změnou tratě za letu
5;0;16.09.2018;108.1;49'48'850N,15'12'100E;;OK-3755;ASW-19;Zbraslavice;Jan Smékal;návratová;60.68;49'48'850N,15'12'100E;;rychlostní let podle deklarace
6;0;16.09.2018;165.7;50'28'100N,16'12'117E;;OK-7231;G-102 Astir cs;Hronov;Martin Vondráček;polygon s 3OB;83.32;50'28'100N,16'12'117E;;rychlostní let se změnou tratě za letu
7;0;16.09.2018;160.5;50'28'100N,16'12'117E;;OK-6475;Ventus b(T) /16,6m;Hronov;Miloš Novotný;trojúhelník;78.34;50'28'100N,16'12'117E;;rychlostní let se změnou tratě za letu
8;0;16.09.2018;245.1;50'24'850N,15'50'217E;Dvur;OK-2530;Ventus c /17,6m;Dvůr Králové;Milan Meisner;polygon s 3OB;89.13;50'24'850N,15'50'217E;Dvur;rychlostní let se změnou tratě za letu
9;0;16.09.2018;97.5;50'05'033N,16'26'633E;;D-1686;L-Spatz 55;Žamberk;Miroslav Štěpán;polygon s 3OB;60.09;50'05'033N,16'26'633E;;rychlostní let se změnou tratě za letu
10;0;16.09.2018;107.6;49'48'849N,15'12'100E;;OK-1520;VSO-10;Zbraslavice;Vojtěch Svoboda;návratová;54.36;49'48'849N,15'12'100E;;rychlostní let podle deklarace
11;0;16.09.2018;103.9;49'55'769N,16'10'898E;;OK-9841;Duo Discus (T) (700kg);Vysoké Mýto;Tomáš Charvát;polygon s 5OB;83.51;49'53'677N,16'17'766E;;není možné podle pravidel bodovat
12;0;16.09.2018;108.8;47'58'676N,18'10'261E;;OM-0296;ASW-24(A)+W;Nové Zámky;Miloš Šrank;polygon s 5OB;64.64;47'57'600N,18'11'200E;;volný let na vzdálenost
13;0;16.09.2018;92.5;48'49'302N,17'10'080E;;OM-8844;DG-202 /17m;Holíč;Alberto Rizzi;polygon s 5OB;53.44;48'47'012N,17'12'089E;;není možné podle pravidel bodovat
14;0;16.09.2018;45.6;49'35'326N,18'22'616E;;OK-2739;LS-1f;Frýdlant n.O.;Petr Březina;polygon s 5OB;55.2;49'33'148N,18'27'029E;;není možné podle pravidel bodovat
