;competition;date;distance;finishCoords;finishPort;gliderImat;gliderType;pilotClub;pilotName;shape;speed;startCoords;startPort;type
0;0;13.12.2018;978.7;29'13'361S,23'44'541E;;OK 2729;ASG-29(E) 18m;GAC Benešov;Ondřej Dupal;2OB;124.3;28'57'683S,23'43'150E;;volný let na vzdálenost
1;0;13.12.2018;942.7;23'26'000S,18'16'167E;;OK-2031;HpH 304M SHARK /18m (560kg);Břeclav;Pavel Zima;polygon s 5OB;130.31;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
2;0;13.12.2018;768.6;23'26'000S,18'16'167E;;OK-7393;HpH 304 TS Twin Shark (M) S;Kunovice;Tonda Koníček;FAI trojúhelník s odletem z ramene;116.8;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
3;0;13.12.2018;823.2;23'19'667S,17'56'833E;;D-KKEX;Arcus E/M/S/T;Chrudim;Pavel Trojan;FAI trojúhelník s odletem z ramene;132.48;23'19'667S,17'56'833E;;rychlostní let se změnou tratě za letu
4;0;12.12.2018;867.8;23'26'000S,18'16'167E;;OK-7393;HpH 304 TS Twin Shark (M) S;Břeclav;Pavel Zima;polygon s 3OB;121.82;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
5;0;12.12.2018;1004.6;23'26'000S,18'16'167E;;OK-2031;HpH 304S/SJ/M SHARK /18m (600kg);Kunovice;Tonda Koníček;polygon s 5OB;134.46;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
6;0;12.12.2018;883.9;28'57'683S,23'43'150E;;OK 2729;ASG-29(E) 18m;GAC Benešov;Ondřej Dupal;FAI trojúhelník s odletem z ramene;120.25;28'57'683S,23'43'150E;;rychlostní let se změnou tratě za letu
7;0;12.12.2018;741.9;23'19'667S,17'56'833E;;D-KNGG;HpH 304M SHARK /18m (560kg);Kralupy nad Vltavou;Jan Šimon;FAI trojúhelník s odletem z ramene;105.73;23'19'667S,17'56'833E;;rychlostní let se změnou tratě za letu
8;0;12.12.2018;841.4;23'19'667S,17'56'833E;;D-KKEX;Arcus E/M/S/T;Chrudim;Pavel Trojan;polygon s 3OB;125.81;23'19'667S,17'56'833E;;rychlostní let se změnou tratě za letu
9;0;11.12.2018;584.9;23'19'667S,17'56'833E;;D-KNGG;HpH 304M SHARK /18m (560kg);Kralupy nad Vltavou;Jan Šimon;FAI trojúhelník s odletem z ramene;99.03;23'19'667S,17'56'833E;;rychlostní let se změnou tratě za letu
10;0;11.12.2018;602;23'19'667S,17'56'833E;;D-KKEX;Arcus E/M/S/T;Šumperk;Marek Blaťák;FAI trojúhelník s odletem z ramene;99.33;23'19'667S,17'56'833E;;rychlostní let se změnou tratě za letu
11;0;11.12.2018;751.2;28'57'683S,23'43'150E;;OK 2729;ASG-29(E) 18m;GAC Benešov;Ondřej Dupal;FAI trojúhelník s odletem z ramene;128.84;28'57'683S,23'43'150E;;rychlostní let se změnou tratě za letu
12;0;11.12.2018;748.2;23'26'000S,18'16'167E;;OK-7393;HpH 304 TS Twin Shark (M) S;Kunovice;Tonda Koníček;polygon s 3OB;119.45;23'26'000S,18'16'167E;;rychlostní let podle deklarace
13;0;11.12.2018;748.2;23'26'000S,18'16'167E;;OK-2031;HpH 304M SHARK /18m (560kg);Břeclav;Pavel Zima;polygon s 3OB;115.62;23'26'000S,18'16'167E;;rychlostní let podle deklarace
14;0;05.12.2018;797.6;23'26'000S,18'16'167E;;OK-7393;HpH 304 TS Twin Shark (M) S;Medlánky;Daneš Grula;polygon s 5OB;132.43;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
15;0;02.12.2018;982.8;23'26'000S,18'16'167E;;OK-7393;HpH 304 TS Twin Shark (M) S;Medlánky;Daneš Grula;polygon s 5OB;129.03;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
16;0;30.11.2018;906.6;23'26'000S,18'16'167E;;OK-7393;HpH 304 TS Twin Shark (M) S;Medlánky;Daneš Grula;polygon s 5OB;138.07;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
17;0;10.12.2018;423.8;23'26'000S,18'16'167E;;OK-2031;HpH 304S/SJ/M SHARK /18m (600kg);Kunovice;Tonda Koníček;polygon s 3OB;96.02;23'26'000S,18'16'167E;;rychlostní let se změnou tratě za letu
18;0;08.12.2018;65.2;49'56'394N,15'33'005E;;OK-1973;G-103 Twin Basic;Chrudim;Petr Štarmann;polygon s 5OB;89.9;49'54'883N,15'33'513E;;není možné podle pravidel bodovat
19;0;09.12.2018;215.9;49'56'386N,15'32'436E;;OK-0372;Discus b;Letňany;Vilém Říha;polygon s 5OB;93.73;49'54'560N,15'33'792E;;není možné podle pravidel bodovat
20;0;09.12.2018;143.1;49'56'408N,15'33'040E;;OK-0372;Discus b;Letňany;Ivan Tvrdík;polygon s 5OB;66.52;49'54'763N,15'33'689E;;není možné podle pravidel bodovat
