;competition;date;distance;finishCoords;finishPort;gliderImat;gliderType;pilotClub;pilotName;shape;speed;startCoords;startPort;type
0;0;01.11.2018;304.1;50'03'350N,17'26'259E;;D-2371;DG-1000S 20m;Žilina;Samuel Hruška;polygon s 5OB;53.92;50'15'890N,17'11'920E;;není možné podle pravidel bodovat
1;0;01.11.2018;84.8;50'18'817N,17'18'983E;;;SZD-50 Puchacz;Wrocławski;Andrzej B;polygon s 5OB;59.22;50'18'563N,17'12'873E;;není možné podle pravidel bodovat
2;0;01.11.2018;352.3;50'09'433N,17'10'283E;;;Janus c/cT/cM (FG);Opolski;Zbigniew Kunas;polygon s 3OB;107.92;50'09'433N,17'10'283E;;rychlostní let podle deklarace
3;0;01.11.2018;360.5;50'17'922N,17'19'312E;;OM-1000;ASW-20 (A)+F /15m;Žilina;Milan Surovčik;polygon s 5OB;71.12;50'16'088N,17'13'000E;;není možné podle pravidel bodovat
4;0;31.10.2018;53.7;50'18'568N,17'18'366E;;OM-1000;ASW-20 (A)+F /15m;Žilina;Milan Surovčik;polygon s 5OB;15.23;50'11'104N,17'07'243E;;není možné podle pravidel bodovat
5;0;01.11.2018;775.5;50'04'597N,17'41'510E;;0K-2977;ASG-29(E) 18m;Zbraslavice;Jaroslav Tomaňa;polygon s 5OB;66.49;49'59'633N,17'28'500E;;volný let na vzdálenost
6;0;01.11.2018;535.6;50'17'881N,17'18'810E;;OM_1111;ASW-20 (A)+F /15m;Žilina;Stanislav Chupáň;polygon s 5OB;95.53;50'02'000N,17'18'817E;;volný let na vzdálenost
7;0;01.11.2018;416.6;50'16'494N,17'24'426E;;D-0281;Glasflügel 401;FC Langhennersdorf;Uwe Schlenker;polygon s 5OB;89.66;50'16'361N,17'13'408E;;není možné podle pravidel bodovat
8;0;31.10.2018;78.4;50'13'949N,17'09'597E;;OK-3888;Duo Discus XL(T);Jičín;Miloš Pajr;polygon s 5OB;22.74;50'09'377N,17'08'451E;;není možné podle pravidel bodovat
9;0;31.10.2018;116.8;50'18'372N,17'18'783E;;OK-3888;Duo Discus XL(T);Jičín;Miloš Pajr;polygon s 5OB;81.76;50'15'619N,17'15'017E;;není možné podle pravidel bodovat
10;0;01.11.2018;585.6;50'17'424N,17'18'270E;Bela;OK-3888;Duo Discus XL(T);Jičín;Miloš Pajr;polygon s 5OB;86.64;50'09'633N,17'11'483E;Bela;volný let na vzdálenost
11;0;01.11.2018;198.4;50'36'396N,15'39'535E;;OK A802;TST-10M Atlas;Vrchlabí;Mirek Soukup;polygon s 5OB;49.79;50'43'619N,15'42'976E;;není možné podle pravidel bodovat
12;0;01.11.2018;191;50'19'730N,17'20'807E;;OK-6610;SZD-36 Cobra 15;Raná;Tomáš Mezera;polygon s 5OB;63.71;50'15'890N,17'13'289E;;není možné podle pravidel bodovat
13;0;31.10.2018;53.4;50'17'979N,17'17'581E;;OK-6610;SZD-36 Cobra 15;Raná;Tomáš Mezera;polygon s 5OB;15.11;50'09'368N,17'07'484E;;není možné podle pravidel bodovat
14;0;01.11.2018;248.3;50'18'100N,17'17'850E;;OK-3103;Phoebus A1;Medlánky;Petr Jedlička;polygon s 5OB;72.25;50'09'617N,17'11'867E;;rychlostní let se změnou tratě za letu
15;0;01.11.2018;110.2;50'18'575N,17'18'821E;;OM-6505;VSO-10;Žilina;Peter Šamaj ml.;polygon s 5OB;35.36;50'18'169N,17'09'457E;;není možné podle pravidel bodovat
16;0;01.11.2018;109.1;48'27'656N,17'31'713E;;OM 1367;Std. Cirrus;Holíč;Juraj Sidor;polygon s 5OB;31.9;48'28'014N,17'26'080E;;volný let na vzdálenost
17;0;22.10.2018;17.9;50'04'548N,17'41'499E;;OK-3892;ASW-19B;Jihlava;David Zouhar;polygon s 5OB;14.08;50'05'683N,17'35'303E;;není možné podle pravidel bodovat
18;0;25.10.2018;30.2;50'00'455N,17'18'427E;;OK-3892;ASW-19B;Jihlava;David Zouhar;polygon s 5OB;31.98;50'01'607N,17'19'333E;;není možné podle pravidel bodovat
19;0;01.11.2018;656.9;50'03'649N,17'37'090E;;OK-3892;ASW-19B;Jihlava;David Zouhar;polygon s 5OB;100.55;50'02'999N,17'23'683E;;rychlostní let se změnou tratě za letu
20;0;01.11.2018;351.6;50'18'100N,17'17'850E;;OM-7272;Centrair C-101A Pegase;Žilina;Milan Surovčík ml.;polygon s 3OB;104.79;50'10'733N,17'11'717E;;rychlostní let se změnou tratě za letu
21;0;01.11.2018;567.7;50'03'167N,17'35'700E;;OK-0976;Std. Cirrus;Hodkovice;Jan Zahrádka;polygon s 5OB;81.61;50'03'000N,17'23'683E;;rychlostní let podle deklarace
22;0;01.11.2018;705.1;50'02'288N,17'44'980E;;OK-5555;Duo Discus (T) (700kg);Plzeň-Letkov;Jakub Hlaváček;polygon s 5OB;104.76;50'06'117N,17'17'507E;;není možné podle pravidel bodovat
23;0;01.11.2018;109.3;50'33'914N,16'21'138E;;OK-4981;Nimbus-2(b);Broumov;Václav Kult;polygon s 5OB;37.52;50'33'558N,16'21'991E;;není možné podle pravidel bodovat
24;0;01.11.2018;339.8;50'04'231N,17'18'248E;;OK-7980;ASW-19B;Zbraslavice;Bára Moravcová;polygon s 3OB;107.03;50'04'231N,17'18'248E;;rychlostní let se změnou tratě za letu
25;0;01.11.2018;178.3;50'18'538N,17'18'487E;;0K 1066;DG-1000S 18m;Vyškov;Tomaš Přikryl;polygon s 5OB;47.73;50'16'312N,17'13'317E;;není možné podle pravidel bodovat
26;0;01.11.2018;178.3;50'18'538N,17'18'487E;;0K 2620;DG-1000S 18m;Vyškov;Tomaš Přikryl;polygon s 5OB;47.73;50'16'312N,17'13'317E;;není možné podle pravidel bodovat
27;0;01.11.2018;565.6;50'02'233N,17'35'917E;;OK3907;Std. Cirrus;Zbraslavice;Jan Ratz;polygon s 5OB;82.62;50'03'000N,17'23'683E;;rychlostní let podle deklarace
28;0;01.11.2018;535.2;50'13'667N,17'11'583E;;OK-1773;ASW-19B;Vyškov;Jiří Koudela;polygon s 5OB;93.53;50'09'617N,17'11'867E;;rychlostní let podle deklarace
29;0;31.10.2018;46.4;50'18'269N,17'18'138E;;OK 1834;ASK-21;Plasy;Roman Šlapáček;polygon s 5OB;16.23;50'10'860N,17'08'774E;;není možné podle pravidel bodovat
30;0;01.11.2018;75.6;50'19'538N,17'18'344E;;OK 1834;ASK-21;Plasy;Roman Šlapáček;polygon s 5OB;28.25;50'17'408N,17'15'724E;;není možné podle pravidel bodovat
31;0;01.11.2018;52.8;48'16'448N,18'07'338E;;OM-6600;LS-6;Nitra;Viliam Tutko;polygon s 5OB;28.42;48'18'610N,18'08'390E;;není možné podle pravidel bodovat
32;0;01.11.2018;235.2;50'06'120N,17'42'625E;;OK-7000;Discus 2a /15m;Břeclav;Jan Viskot;polygon s 5OB;67.46;50'05'983N,17'16'797E;;není možné podle pravidel bodovat
33;0;01.11.2018;643.9;50'02'233N,17'35'917E;;OK-7986;ASW-15B;Tábor;Jan Hruška;polygon s 5OB;89.75;50'03'000N,17'23'683E;;rychlostní let se změnou tratě za letu
34;0;01.11.2018;64.1;50'19'048N,17'16'823E;;OK-6999;L-13 Blaník;Žamberk;Miroslav Ježek;polygon s 5OB;24.87;50'14'072N,17'08'807E;;není možné podle pravidel bodovat
35;0;01.11.2018;217.8;50'18'356N,17'25'240E;;OK-3755;ASW-19;Zbraslavice;Jan Smékal;2OB;61.45;50'03'000N,17'23'683E;;volný let na vzdálenost
36;0;01.11.2018;104.1;48'27'648N,17'32'036E;;OK-3706;Std. Cirrus;Holíč;Viktor Hnáta;polygon s 5OB;34.87;48'27'634N,17'26'649E;;není možné podle pravidel bodovat
37;0;01.11.2018;355.5;50'03'000N,17'23'683E;;OK-9841;Duo Discus X(T);Vysoké Mýto;Jan Vavřín;polygon s 3OB;91.97;50'06'617N,17'16'517E;;rychlostní let se změnou tratě za letu
38;0;01.11.2018;461.2;50'03'650N,17'37'083E;;OK-0808;LS-8b /15m;Raná;Hana Trešlová;polygon s 5OB;81.61;50'03'000N,17'23'683E;;rychlostní let se změnou tratě za letu
39;0;31.10.2018;117;50'17'969N,17'19'653E;;OK - 0550;Ventus 2cxm/t /18m 565kg;Žamberk;Miroslav Koci;polygon s 5OB;51.11;50'11'625N,17'10'340E;;není možné podle pravidel bodovat
