;competition;date;distance;finishCoords;finishPort;gliderImat;gliderType;pilotClub;pilotName;shape;speed;startCoords;startPort;type
35;0;21.09.2018;312.4;49'59'633N,17'28'500E;;OK-1837;Ventus c /17,6m;Krnov;Antonín Bordovský;polygon s 5OB;114.94;50'02'000N,17'18'817E;;rychlostní let se změnou tratě za letu
36;0;21.09.2018;214;49'03'254N,18'56'578E;;OM0410;Ventus 2cx(m/t) /18m 600kg;Martin;Milan Lojdl;polygon s 3OB;98.4;49'07'367N,19'05'483E;;volný let na vzdálenost
37;0;16.09.2018;150.6;51'12'289N,22'24'331E;;SP-3705;PW-5 Smyk;Lubelski;Leszek Wołosowicz;polygon s 5OB;38.28;51'12'974N,22'20'269E;;není možné podle pravidel bodovat
38;0;20.09.2018;282.5;50'38'338N,17'47'191E;EPOP;;JS1-A/B/C(TJ) 18;Opolski;Zbigniew Kunas;polygon s 5OB;55.99;50'38'000N,17'46'900E;EPOP;volný let na vzdálenost
39;0;20.09.2018;222.2;49'28'161N,20'01'943E;;D1639;LS-4;Nowy Targ;Wojtek Domański;polygon s 5OB;57.91;49'23'188N,20'04'867E;;není možné podle pravidel bodovat
40;0;20.09.2018;149.5;50'26'173N,13'31'824E;;OM-8255;DG-800 S /18m;Roudnice n.L.;Jakub Brotánek;2OB;67.61;50'24'633N,14'13'567E;;volný let na vzdálenost
41;0;20.09.2018;311.3;49'44'450N,14'38'680E;;OK-2729;ASG-29(E) 18m;GAC Benešov;Ondřej Dupal;polygon s 3OB;99.98;49'44'450N,14'38'680E;;rychlostní let podle deklarace
42;0;20.09.2018;138.5;50'37'450N,15'38'783E;;OK A802;TST-10M Atlas;Vrchlabí;Mirek Soukup;polygon s 5OB;44.39;50'37'450N,15'38'783E;;rychlostní let se změnou tratě za letu
43;0;20.09.2018;110.8;48'47'450N,16'53'550E;LKBA;OK-A31O;TST-10M Atlas;Letecký klub Břeclav;Karel Ertl;polygon s 5OB;48.84;48'47'450N,16'53'550E;LKBA;rychlostní let se změnou tratě za letu
44;0;20.09.2018;240.6;50'24'070N,14'14'370E;;OK4740;Std. Cirrus WL;Roudnice n.L.;Jan Jindra;polygon s 5OB;72.8;50'24'633N,14'13'567E;;volný let na vzdálenost
45;0;20.09.2018;269.5;48'58'800N,17'07'483E;;OK-7000;Discus 2a /15m;Kyjov;Lubomír Motl;polygon s 3OB;80.05;48'58'800N,17'07'483E;;rychlostní let se změnou tratě za letu
46;0;20.09.2018;213.7;48'47'400N,16'53'550E;;OK-2230;Ventus cM /17,6m;Břeclav;Pavel Zima;trojúhelník;84.32;48'47'400N,16'53'550E;;rychlostní let se změnou tratě za letu
47;0;20.09.2018;221.9;49'42'923N,13'26'124E;;OK-3118;LS-8-18 /18m;Plzeň-Letkov;Roman Jokl;polygon s 5OB;77.62;49'42'905N,13'26'400E;;není možné podle pravidel bodovat
48;0;20.09.2018;231;49'07'367N,19'05'483E;;OM0410;Ventus 2cx(m/t) /18m 600kg;Martin;Milan Lojdl;trojúhelník;78.02;49'07'367N,19'05'483E;;rychlostní let se změnou tratě za letu
49;0;20.09.2018;189.9;49'17'133N,17'24'950E;LKKM;D-KMEA;Stemme S 10- VT 23m;Kroměříž;Ivan Bednařík;trojúhelník;69.54;49'17'133N,17'24'950E;LKKM;rychlostní let se změnou tratě za letu
50;0;20.09.2018;95.2;49'04'867N,14'04'536E;;UFM-15 LAMBA;Lambada UFM-15;Prachatice;Miroslav Ambrůz;polygon s 5OB;39.52;49'04'159N,14'03'456E;;není možné podle pravidel bodovat
51;0;20.09.2018;126.7;49'48'850N,15'12'100E;;OK-5842;DG-101 G;Zbraslavice;Jan Mittner;polygon s 5OB;69.59;49'46'633N,15'13'433E;;rychlostní let se změnou tratě za letu
52;0;20.09.2018;300.6;48'16'767N,18'07'967E;;OM-8888;LS-8s(t) /18m;Nitra;Dominik Jančík;trojúhelník;103.83;48'16'767N,18'07'967E;;rychlostní let podle deklarace
53;0;19.09.2018;273.7;49'04'160N,18'57'070E;;OM0410;Ventus 2cx(m/t) /18m 600kg;Martin;Milan Lojdl;polygon s 5OB;76.89;49'07'367N,19'05'483E;;volný let na vzdálenost
54;0;19.09.2018;150.3;48'16'726N,18'08'068E;;OM-8800;DG-1000S 20m;Nitra;Dominik Jančík;polygon s 5OB;77.39;48'15'391N,18'07'434E;;není možné podle pravidel bodovat
55;0;19.09.2018;40.5;50'28'941N,16'11'313E;;OK-7707;Std. Cirrus;Hronov;David Mach;polygon s 5OB;37.46;50'29'134N,16'11'796E;;není možné podle pravidel bodovat
56;0;15.09.2018;72.7;48'16'727N,18'08'081E;;OM-8888;LS-8s(t) /18m;Nitra;Dominik Jančík;polygon s 5OB;83.8;48'20'213N,18'05'983E;;není možné podle pravidel bodovat
57;0;18.09.2018;277.9;48'16'767N,18'07'967E;;OM-8888;LS-8s(t) /18m;Nitra;Dominik Jančík;polygon s 5OB;73.59;48'20'567N,18'06'300E;;rychlostní let se změnou tratě za letu
58;0;18.09.2018;234.9;49'07'164N,18'55'194E;;OM0410;Ventus 2cx(m/t) /18m 600kg;Martin;Milan Lojdl;polygon s 5OB;67.07;48'59'517N,19'04'295E;;není možné podle pravidel bodovat
59;0;16.09.2018;103.6;51'12'598N,16'58'241E;EPWS;SP-0000;SZD-48 Jantar Std. 2(3);Wrocławski;Grzegorz Kokot;polygon s 5OB;27.56;51'12'367N,16'59'917E;EPWS;volný let na vzdálenost
60;0;17.09.2018;77.6;48'58'680N,17'41'930E;;OK-A31O;TST-10M Atlas;Letecký klub Břeclav;Karel Ertl;polygon s 5OB;47.38;48'48'050N,16'53'269E;;není možné podle pravidel bodovat
61;0;16.09.2018;112.6;48'50'806N,17'07'166E;;OM-3501;VSO-10;Holíč;Radek Kosulic;polygon s 5OB;43.84;48'48'633N,17'08'067E;;volný let na vzdálenost
62;0;16.09.2018;139.2;49'27'858N,17'39'636E;;ok-a207;TST-3 Alpin TM;Hranice;Radim Sobek;polygon s 5OB;61.07;49'30'951N,17'38'054E;;není možné podle pravidel bodovat
63;0;16.09.2018;95.1;50'24'310N,14'18'950E;;OK4740;Std. Cirrus WL;Roudnice n.L.;Martin Marek;polygon s 5OB;43.34;50'26'300N,14'14'700E;;není možné podle pravidel bodovat
64;0;17.09.2018;277.5;49'43'200N,14'06'017E;;OM4444;Ventus 2cxm/t /18m 565kg;SGC Martin;Pavol Černý;polygon s 5OB;62.67;49'43'200N,14'06'017E;;rychlostní let se změnou tratě za letu
65;0;16.09.2018;141.6;50'28'100N,16'12'117E;;OK_3405;VT-16 Orlik;Hronov;Bohumil Říkal;polygon s 3OB;48.43;50'28'100N,16'12'117E;;rychlostní let podle deklarace
66;0;16.09.2018;144.5;54'14'978N,18'41'571E;;SP_4019;G-102 Astir Std II/III;Gdański;Jacek Wilinski;polygon s 5OB;38.31;54'15'143N,18'38'850E;;není možné podle pravidel bodovat
67;0;15.09.2018;138.3;49'35'267N,17'12'650E;LKOL;OK-1969;Duo Discus XL(T);Olomouc;Jiří Steiger;polygon s 5OB;64.89;49'35'267N,17'12'650E;LKOL;rychlostní let se změnou tratě za letu
68;0;16.09.2018;153.8;50'25'800N,15'19'983E;;OK-XUU2;Duo Banjo;Jičín;Petr Tax;trojúhelník;71.01;50'25'800N,15'19'983E;;rychlostní let se změnou tratě za letu
69;0;15.09.2018;554.2;49'24'985N,8'21'865E;;D-9114;LS-4;SFG Giulini/Ludwigshafen;Melzer Uwe;polygon s 5OB;80.14;49'21'134N,8'20'372E;;není možné podle pravidel bodovat
70;0;16.09.2018;76.1;49'56'309N,15'32'033E;;OK-6744;ASW-20 (A)+F /15m;VAP;Jan Černý;polygon s 5OB;73.9;49'55'737N,15'30'698E;;není možné podle pravidel bodovat
71;0;16.09.2018;272;49'27'691N,20'03'168E;;D1639;LS-4;Nowy Targ;Wojtek Domański;polygon s 5OB;61.65;49'26'779N,20'00'477E;;není možné podle pravidel bodovat
72;0;16.09.2018;413.8;50'38'000N,17'46'900E;EPOP;;JS1-A/B/C(TJ) 18;Opolski;Zbigniew Kunas;polygon s 5OB;77.97;50'38'000N,17'46'900E;EPOP;rychlostní let se změnou tratě za letu
73;0;16.09.2018;221.1;50'38'000N,17'46'900E;EPOP;SP-3O8O;SZD-48 Jantar Std. 2(3);Opolski;Tomasz Radoszewski;polygon s 5OB;70.09;50'38'000N,17'46'900E;EPOP;rychlostní let se změnou tratě za letu
74;0;16.09.2018;27.7;50'04'995N,16'27'818E;;D  1686;L-Spatz 55;Žamberk;Ondřej Štěpán;polygon s 5OB;17.1;50'05'053N,16'25'387E;;není možné podle pravidel bodovat
75;0;16.09.2018;104.3;50'19'483N,14'15'533E;;OK-7338;G-104 Speed Astir II b;Kralupy nad Vltavou;Lukas Fiala;návratová;62.47;50'19'483N,14'15'533E;;rychlostní let podle deklarace
76;0;15.09.2018;131.5;49'45'049N,14'12'586E;LKBE;OK-3303;Discus 2b/2c/2T /15m;GAC Benešov;Petr Kachlik;polygon s 3OB;59.37;49'44'450N,14'38'683E;LKBE;volný let na vzdálenost
77;0;05.09.2018;290.8;49'32'767N,17'42'267E;LKHN;OK 2317;LAK 17B FES /18m;Hranice;Dušan Gadas;polygon s 5OB;84.84;49'32'767N,17'42'267E;LKHN;rychlostní let se změnou tratě za letu
78;0;16.09.2018;216.5;50'37'450N,15'38'783E;;OK A802;TST-10M Atlas;Vrchlabí;Mirek Soukup;polygon s 3OB;48.62;50'37'450N,15'38'783E;;rychlostní let podle deklarace
79;1;16.09.2018;102.3;49'14'050N,18'36'960E;;OM-9505;VSO-10;Žilina;Samuel Hruška;polygon s 5OB;96.81;49'14'900N,18'37'230E;;není možné podle pravidel bodovat
80;0;16.09.2018;308.2;49'14'017N,18'36'900E;;OM-6505;VSO-10;Žilina;Peter Šamaj;polygon s 3OB;80.15;49'15'808N,18'36'556E;;rychlostní let se změnou tratě za letu
81;0;16.09.2018;234.8;49'14'000N,18'36'817E;;OM-1000;ASW-20 (A)+F /15m;Žilina;Milan Surovčik;polygon s 5OB;81.45;49'14'000N,18'36'817E;;rychlostní let se změnou tratě za letu
82;0;16.09.2018;177.6;49'22'100N,16'06'967E;LKKA;OK-1600;ASW-19B;Křižanov;Tomáš Talanda;polygon s 5OB;65.78;49'22'100N,16'06'967E;LKKA;rychlostní let se změnou tratě za letu
83;0;16.09.2018;353.4;49'14'000N,18'36'817E;;OM-7272;Centrair C-101A Pegase;Žilina;Milan Surovčík ml.;polygon s 3OB;87.78;49'14'000N,18'36'817E;;rychlostní let se změnou tratě za letu
84;0;16.09.2018;139.6;49'48'849N,15'12'099E;;OK-0428;Std. Cirrus;Zbraslavice;Jakub Kmošek;polygon s 3OB;53.21;49'48'849N,15'12'099E;;rychlostní let se změnou tratě za letu
85;0;16.09.2018;253.6;49'35'367N,18'22'750E;;OK-3312;Arcus E/M/S/T;Zábřeh;Radim Hahn;polygon s 3OB;72.42;49'32'750N,18'26'833E;;rychlostní let se změnou tratě za letu
86;0;16.09.2018;102.3;50'05'090N,17'41'674E;;OK-4522;VSO-10;Krnov;Petr Kramář;polygon s 5OB;56.34;50'18'565N,17'23'846E;;není možné podle pravidel bodovat
87;0;16.09.2018;57;50'18'173N,17'17'532E;;OK-4522;VSO-10;Krnov;Petr Kramář;polygon s 5OB;51.27;50'05'059N,17'37'395E;;není možné podle pravidel bodovat
88;0;16.09.2018;273.1;49'57'633N,17'01'067E;;HB 3315;LS-8-18 /18m;Šumperk;Beat Albrecht;polygon s 3OB;78.68;49'55'700N,16'59'050E;;rychlostní let se změnou tratě za letu
89;0;16.09.2018;152.7;49'55'700N,18'04'700E;;OK3154;ASW-20 (A)+F /15m +W;Zábřeh;Jaroslav Buryan;FAI trojúhelník;67.33;49'55'700N,18'04'700E;;rychlostní let se změnou tratě za letu
90;0;16.09.2018;153.1;49'14'555N,18'37'102E;;OM-1801;G-103 Twin Basic;Žilina;Michal Lukáč;polygon s 5OB;60.76;49'16'491N,18'33'969E;;není možné podle pravidel bodovat
91;0;16.09.2018;26.2;50'21'846N,16'06'881E;;OK-6445;VT-116 Orlik II;Nové Město n. Met.;Vojtěch Vachml.;polygon s 5OB;24.41;50'20'445N,16'00'989E;;není možné podle pravidel bodovat
92;0;16.09.2018;108.1;49'48'850N,15'12'100E;;OK-5842;DG-101 G;Zbraslavice;Jan Mittner;návratová;61.24;49'48'850N,15'12'100E;;rychlostní let podle deklarace
93;0;16.09.2018;195.3;49'17'133N,17'24'950E;;OK-A524;TST-10M Atlas;Kroměříž;Jan Zona;polygon s 5OB;66.16;49'17'133N,17'24'950E;;rychlostní let se změnou tratě za letu
94;0;16.09.2018;179.9;49'22'100N,16'06'967E;LKKA;OK-2424;DG-200 /15m;Křižanov;Petr Rajda;polygon s 5OB;71.01;49'22'100N,16'06'967E;LKKA;rychlostní let se změnou tratě za letu
95;0;16.09.2018;156.9;49'36'360N,15'34'380E;lkhb;0372;Discus b;Letňany;Tomáš Müller;2OB;42.48;49'35'850N,15'32'817E;lkhb;volný let na vzdálenost
96;0;16.09.2018;249.4;50'06'101N,16'25'294E;;OK-7340;Std. Cirrus;Žamberk;Ladislav Valenta;polygon s 5OB;59.9;50'07'046N,16'21'177E;;není možné podle pravidel bodovat
97;0;16.09.2018;63.5;50'05'484N,13'40'291E;;OK-5708;DG-300 WL (450 kg);Rakovník;Drahomír Křenek;polygon s 5OB;53.99;50'06'353N,13'41'193E;;není možné podle pravidel bodovat
98;0;16.09.2018;200.5;49'32'867N,17'42'200E;;OK-1723;Ventus cT /17,6m;Hranice;Zdeněk Schenk;trojúhelník;74.71;49'32'867N,17'42'200E;;rychlostní let se změnou tratě za letu
99;0;16.09.2018;304.6;48'56'350N,20'32'317E;;OM9696;Discus 2c/2T /18m;Spišská Nová Ves;Ján Divok;FAI trojúhelník;87.5;48'56'350N,20'32'317E;;rychlostní let podle deklarace
